Year,MacroPlot,Treatment,Species,Lifecycle,Preferred_LF,Default_LF,Native,Invasive,Count
2009,MBB5_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB9_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB8_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB8_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2011,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB8_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2012,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB2_Burn_Milagra,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB8_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB9_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB9_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB9_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB9_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Burn_Marin,BURN,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Control_Marin,CONTROL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2013,MBB6_Mechanical_Marin,MECHANICAL,BRMX,Annual,Graminoid,Grass,FALSE,TRUE,1
2010,MBB8_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2010,MBB8_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2010,MBB8_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2010,MBB8_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2010,MBB8_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2010,MBB8_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2010,MBB9_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2010,MBB9_Control_Marin,CONTROL,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB9_Burn_Marin,BURN,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB9_Control_Marin,CONTROL,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB9_Control_Marin,CONTROL,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB9_Control_Marin,CONTROL,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB9_Control_Marin,CONTROL,BROMU,Annual,Graminoid,Grass,FALSE,FALSE,1
2011,MBB7_Burn_Marin,BURN,BRRA,Annual,Forb/Herb,Forb,FALSE,TRUE,1
2011,MBB7_Burn_Marin,BURN,BRRA,Annual,Forb/Herb,Forb,FALSE,TRUE,1
2012,MBB7_Burn_Marin,BURN,BRRA,Annual,Forb/Herb,Forb,FALSE,TRUE,1
2009,MBB1_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2009,MBB4_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2009,MBB4_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB2_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB2_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB2_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB3_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB3_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB3_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB3_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB3_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB3_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB3_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB3_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB2_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB1_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB1_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB3_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB3_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB2_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB2_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB2_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB2_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB2_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB2_Mechanical_Milagra,MECHANICAL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB2_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB2_Burn_Milagra,BURN,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB3_Control_Milagra,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB6_Control_Marin,CONTROL,CAAF,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB8_Burn_Marin,BURN,CAEX,Annual,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB8_Burn_Marin,BURN,CAEX,Annual,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB3_Mechanical_Milagra,MECHANICAL,CAEX,Annual,Forb/Herb,Forb,TRUE,FALSE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB9_Mechanical_Marin,MECHANICAL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB9_Mechanical_Marin,MECHANICAL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB9_Control_Marin,CONTROL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB9_Control_Marin,CONTROL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB9_Control_Marin,CONTROL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB9_Control_Marin,CONTROL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2012,MBB7_Mechanical_Marin,MECHANICAL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB9_Control_Marin,CONTROL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB9_Control_Marin,CONTROL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB9_Control_Marin,CONTROL,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,CAOC,Perennial,Forb/Herb,Forb,TRUE,FALSE,1
2011,MBB7_Burn_Marin,BURN,CAOL,Annual,Forb,Forb,TRUE,FALSE,1
2012,MBB2_Mechanical_Milagra,MECHANICAL,CAOV,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB4_Burn_Milagra,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB4_Burn_Milagra,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB4_Mechanical_Milagra,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB4_Mechanical_Milagra,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB6_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB9_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB5_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB5_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB5_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB8_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB8_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB8_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB8_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB8_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2009,MBB8_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB1_Mechanical_Milagra,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB8_Mechanical_Marin,MECHANICAL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB3_Control_Milagra,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB6_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB9_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
2010,MBB9_Control_Marin,CONTROL,CAPU,Perennial,Forb,Forb,TRUE,FALSE,1
